LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"d $350,000-1 million",SOLOY HELICOPTERS LLC,3800 W AVIATION AVE,WASILLA,AK,99654,481219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,34,4/15/20,First National Bank Alaska,AK - 00
"d $350,000-1 million","SOUTH RESTAURANT + COFFEEHOUSE, LLC",340 G STREET,ANCHORAGE,AK,99501,722511,Limited  Liability Company(LLC),Asian,Female Owned,Non-Veteran,,61,4/10/20,First National Bank Alaska,AK - 00
"d $350,000-1 million",SOUTHEAST REGIONAL RESOURCE CENTER INC,210 FERRY WAY,JUNEAU,AK,99801,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,62,4/27/20,First National Bank Alaska,AK - 00
"d $350,000-1 million","SOUTHERN SOUTHEAST REGIONAL AQUACULTURE ASSOICATION, INC.",14 Borch Street,KETCHIKAN,AK,99901,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,45,4/14/20,First Bank,AK - 00
"d $350,000-1 million",SPAWN IDEAS INC EMPLOYEE ESOP,510 L ST Ste 100,ANCHORAGE,AK,99501,541613,Employee Stock Ownership Plan(ESOP),Unanswered,Unanswered,Non-Veteran,,31,4/4/20,Northrim Bank,AK - 00
"d $350,000-1 million",SPECIALIZED TRANSPORT & RIGGING LLC,540 E Steel Loop,PALMER,AK,99645,484110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,45,4/15/20,1st Source Bank,AK - 00
"d $350,000-1 million",SPECIALTY IMPORTS INC,4119 Ingra St,ANCHORAGE,AK,99503,424820,Corporation,Unanswered,Unanswered,Unanswered,,41,4/15/20,"Bank of America, National Association",AK - 00
"d $350,000-1 million","SPINELL HOMES, INC.",1900 NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99517,236117,Corporation,White,Male Owned,Unanswered,,25,4/6/20,Northrim Bank,AK - 00
"d $350,000-1 million","SR BALES CONSTRUCTION, INC","1200 E. 76TH AVE, #1223",ANCHORAGE,AK,99518,236220,Corporation,Unanswered,Unanswered,Unanswered,,76,4/14/20,Northrim Bank,AK - 00
"d $350,000-1 million",ST. GEORGE TANAQ CORPORATION,701 SESAME ST. Suite 200,ANCHORAGE,AK,99503,237990,Corporation,Unanswered,Unanswered,Unanswered,,73,4/15/20,Northrim Bank,AK - 00
"d $350,000-1 million",ST. MARY'S NATIVE CORPORATION,840 K ST,ANCHORAGE,AK,99501,551112,Corporation,Unanswered,Female Owned,Unanswered,,35,4/14/20,Northrim Bank,AK - 00
"d $350,000-1 million",STAR ELECTRIC INC.,1785 donald avenue,FAIRBANKS,AK,99701,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,150,4/7/20,Denali State Bank,AK - 00
"d $350,000-1 million",STARS OF GOLD LLC,340 G STEET 200,ANCHORAGE,AK,99501,722310,Corporation,Asian,Female Owned,Non-Veteran,,63,4/11/20,First National Bank Alaska,AK - 00
"d $350,000-1 million","STORMWATER PLANS, LLC","2700 Gambell St, Suite 401",ANCHORAGE,AK,99503,237310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,137,4/10/20,KeyBank National Association,AK - 00
"d $350,000-1 million","STUAQPAK, INC",310 K Street Suite 401,ANCHORAGE,AK,99501,445110,Corporation,White,Male Owned,Veteran,,51,4/15/20,First National Bank Alaska,AK - 00
"d $350,000-1 million","SUBWAY OF ALASKA, INC.","1118 EAST 70TH AVENUE, SUITE 200",ANCHORAGE,AK,99518,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,200,4/6/20,Northrim Bank,AK - 00
"d $350,000-1 million",SUITE 100 INC.,1000 E Dimond Blvd Suite 100,ANCHORAGE,AK,99515,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,65,4/13/20,Alaska USA FCU,AK - 00
"d $350,000-1 million","SUNDANCE MINING GROUP, LLC",2285 E Vision Bluff Dr,WASILLA,AK,99687,212221,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,29,4/15/20,First National Bank Alaska,AK - 00
"d $350,000-1 million",SUNSHINE COMMUNITY HEALTH CENTER INC,HC 89 BOX 8190,TALKEETNA,AK,99676,621111,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,61,4/15/20,First National Bank Alaska,AK - 00
"d $350,000-1 million","SURGERY CENTER OF WASILLA, LLC",3190 E. Meridian Park Loop Ste 111,WASILLA,AK,99654,621493,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,53,4/16/20,First National Bank Alaska,AK - 00
"d $350,000-1 million","SWALLING & ASSOCIATES, P.C.","3201 C ST, Suite 405",ANCHORAGE,AK,99503,541211,Corporation,Unanswered,Unanswered,Unanswered,,20,4/15/20,Northrim Bank,AK - 00
"d $350,000-1 million","SWALLING GENERAL CONTRACTORS, LLC",235 F Street,ANCHORAGE,AK,99501,237990,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,22,4/4/20,Northrim Bank,AK - 00
"d $350,000-1 million","TAIGA MINING COMPANY, INC.",120 A Street Loop,ANCHORAGE,AK,99518,212221,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,47,4/13/20,KeyBank National Association,AK - 00
"d $350,000-1 million","TAILWIND, INC",2 marine way ste 106,JUNEAU,AK,99801,722511,Corporation,White,Unanswered,Unanswered,,44,4/9/20,Northrim Bank,AK - 00
"d $350,000-1 million","TATITLEK FEDERAL SERVICES, INC.",561 E. 36th Ave.,ANCHORAGE,AK,99503,561612,Corporation,Unanswered,Unanswered,Unanswered,,139,4/14/20,KeyBank National Association,AK - 00
"d $350,000-1 million","TAYLOR FIRE PROTECTION SERVICES, LLC",5887 E BLUE LUPINE DR,PALMER,AK,99645,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,35,4/14/20,First National Bank Alaska,AK - 00
"d $350,000-1 million",TAYLORED CONSTRUCTION SERVICES,8535 DIMOND D CIR,ANCHORAGE,AK,99515,236118,Corporation,White,Female Owned,Non-Veteran,,86,4/15/20,Northrim Bank,AK - 00
"d $350,000-1 million","TDL STAFFING, INC.",1716 University Ave,FAIRBANKS,AK,99709,561311,Corporation,Unanswered,Female Owned,Unanswered,,74,4/6/20,Denali State Bank,AK - 00
"d $350,000-1 million","TDX GLOBAL, LLC",3601 C st Ste 1000-22,ANCHORAGE,AK,99503,811310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,45,4/5/20,Northrim Bank,AK - 00
"d $350,000-1 million","TDX HOLDINGS, LLC",3601 C ST Ste 1000-11,ANCHORAGE,AK,99503,551112,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,56,4/5/20,Northrim Bank,AK - 00
"d $350,000-1 million","TDX QUALITY, LLC",3601 C st Ste 1000-21,ANCHORAGE,AK,99503,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,57,4/5/20,Northrim Bank,AK - 00
"d $350,000-1 million",TECPRO LTD,816 Whitney Road,ANCHORAGE,AK,99501,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,26,4/28/20,Northrim Bank,AK - 00
"d $350,000-1 million",TERRA FIRMA TESTING,11301 Olive Lane,ANCHORAGE,AK,99515,541330,Corporation,Unanswered,Male Owned,Non-Veteran,,24,4/14/20,KeyBank National Association,AK - 00
"d $350,000-1 million","TEYA ENTERPRISES, INC.",101 East 9th Ave Ste 9B,ANCHORAGE,AK,99501,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,4/12/20,First National Bank Alaska,AK - 00
"d $350,000-1 million",TH1 LLC,255 E FIREWEED LN,ANCHORAGE,AK,99503,561330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,50,4/28/20,Northrim Bank,AK - 00
"d $350,000-1 million","THE BOUTET COMPANY, INC.",602 E 57th Place Ste 102,ANCHORAGE,AK,99518,541330,Corporation,Unanswered,Unanswered,Unanswered,,20,4/11/20,Alaska USA FCU,AK - 00
"d $350,000-1 million",THE CARPET MAN INC.,5830 E UPDRAFT RD,PALMER,AK,99645,561740,Subchapter S Corporation,White,Male Owned,Non-Veteran,,48,4/6/20,Northrim Bank,AK - 00
"d $350,000-1 million",THE CHARIOT GROUP INC.,3120 Denali Street Suite 1,ANCHORAGE,AK,99503,541519,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,36,4/27/20,Northrim Bank,AK - 00
"d $350,000-1 million",THE FORAKER GROUP,161 klevin ST,ANCHORAGE,AK,99507,812990,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,29,4/10/20,First National Bank Alaska,AK - 00
"d $350,000-1 million","THE LANDING RESTAURANT, LLC",3434 Tongass Avnue,KETCHIKAN,AK,99901,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,83,4/11/20,First Bank,AK - 00
"d $350,000-1 million","THE NEW PEANUT FARM, INC.",5227 OLD SEWARD HIGHWAY,ANCHORAGE,AK,99518,722511,Cooperative,Unanswered,Male Owned,Non-Veteran,,42,4/14/20,First National Bank Alaska,AK - 00
"d $350,000-1 million","THE SURGERY CENTER OF FAIRBANKS, LLC",2310 PEGER ROAD,FAIRBANKS,AK,99709,621493,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,32,4/9/20,First National Bank Alaska,AK - 00
"d $350,000-1 million",THE WELDING SHOP INC,2434 STEESE HWY,FOX,AK,99712,331210,Corporation,Unanswered,Unanswered,Unanswered,,29,4/13/20,First National Bank Alaska,AK - 00
"d $350,000-1 million","THOMAS, HEAD & GREISEN A PROFESSIONAL CORPORATION",1400 W BENSON BLVD STE 400,ANCHORAGE,AK,99503,541211,Professional Association,Unanswered,Unanswered,Unanswered,,33,4/5/20,Northrim Bank,AK - 00
"d $350,000-1 million","THREE STAR ENTERPRISES, LLC",185 E. Nelson Avenue,WASILLA,AK,99654,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/28/20,KeyBank National Association,AK - 00
"d $350,000-1 million",TIDES LLC,12480 Mendenhall Loop Rd,JUNEAU,AK,99801,624120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,60,4/28/20,Northrim Bank,AK - 00
"d $350,000-1 million","TIER I VETERINARY MEDICAL CENTER, LLC",6623 EAST LUPINE DRIVE,PALMER,AK,99645,541940,Limited  Liability Company(LLC),White,Male Owned,Veteran,,48,4/14/20,First National Bank Alaska,AK - 00
"d $350,000-1 million",TIMBERWOLF VENTURES INC,120 Mill street,JUNEAU,AK,99801,453220,Corporation,White,Male Owned,Non-Veteran,,96,4/5/20,Northrim Bank,AK - 00
"d $350,000-1 million","TITAN, LLC",251 W 106th Avenue P.O. Box 230624,ANCHORAGE,AK,99515,561730,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,53,4/15/20,Northrim Bank,AK - 00
"d $350,000-1 million",TONGASS TRADING COMPANY,201 DOCK ST,KETCHIKAN,AK,99901,452990,Corporation,Unanswered,Male Owned,Unanswered,,48,4/6/20,First Bank,AK - 00
"d $350,000-1 million",TOTAL ABLE AUTOMOTIVE LLC,1111 E Dowling Rd,ANCHORAGE,AK,99518,811111,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,80,4/13/20,KeyBank National Association,AK - 00
"d $350,000-1 million",TOTAL ECLIPSE,1400 W Benson Blvd Ste 370,ANCHORAGE,AK,99503,611511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,87,4/10/20,Alaska USA FCU,AK - 00
"d $350,000-1 million",TRAILBOSS ENTERPIRSES INC,201 E 3rd Avenue,ANCHORAGE,AK,99501,561210,Corporation,Black or African American,Male Owned,Veteran,,20,4/15/20,Alaska USA FCU,AK - 00
"d $350,000-1 million","TRINION QUALITY CARE SERVICES, INC.",3700 WOODLAND DR Suite 500,ANCHORAGE,AK,99517,624120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,100,4/28/20,Northrim Bank,AK - 00
"d $350,000-1 million",TRINITY ANALYSIS & DEVELOPMENT CORP,"2700 Gambell St, Suite 401",ANCHORAGE,AK,99503,562910,Corporation,Black or African American,Male Owned,Non-Veteran,,60,4/13/20,KeyBank National Association,AK - 00
"d $350,000-1 million","TRIVERUS, LLC",1960 S Eklutna St,PALMER,AK,99645,333318,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,36,4/27/20,Northrim Bank,AK - 00
"d $350,000-1 million","TUNISTA LOGISTICS SOLUTIONS, LLC",5015 Business Park BLVD,ANCHORAGE,AK,99503,488111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,101,4/14/20,KeyBank National Association,AK - 00
"d $350,000-1 million","TUTKA, LLC",2485 E ZAK CIRCLE,WASILLA,AK,99654,237310,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,11,4/12/20,First National Bank Alaska,AK - 00
"d $350,000-1 million",TYONEK NATIVE CORPORATION,1689 C ST STE 219,ANCHORAGE,AK,99501,541990,Corporation,Unanswered,Unanswered,Unanswered,,40,4/30/20,BBVA USA,AK - 00
"d $350,000-1 million",TYONEK SERVICES GROUP INC,1689 C ST,ANCHORAGE,AK,99501,551112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,4/30/20,BBVA USA,AK - 00
"d $350,000-1 million","TYONEK SERVICES OVERHAUL FACILITY - STENNIS, LLC",1689 C ST,ANCHORAGE,AK,99501,334511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/30/20,BBVA USA,AK - 00
"d $350,000-1 million","ULMER MEDE, INC.",3858 Lake St Ste t,HOMER,AK,99603,452319,Corporation,White,Male Owned,Non-Veteran,,39,5/5/20,Alaska USA FCU,AK - 00
"d $350,000-1 million",UNCLE JOE'S INC,11700 OLD SEWARD HWY,ANCHORAGE,AK,99515,722511,Corporation,Unanswered,Unanswered,Unanswered,,79,4/7/20,Northrim Bank,AK - 00
"d $350,000-1 million",UNIT COMPANY,620 E Whitney Rd,ANCHORAGE,AK,99501,236220,Corporation,Unanswered,Unanswered,Unanswered,,21,4/28/20,First National Bank Alaska,AK - 00
"d $350,000-1 million",UNITED PHYSICAL THERAPY,701 SESAME ST Ste 101,ANCHORAGE,AK,99503,621340,Corporation,Unanswered,Unanswered,Unanswered,,28,4/7/20,Northrim Bank,AK - 00
"d $350,000-1 million",UNITED WAY OF ANCHORAGE,"701 W. 8th Avenue, Suite 200",ANCHORAGE,AK,99501,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,34,4/6/20,Northrim Bank,AK - 00
"d $350,000-1 million",UNIVERSAL WELDING & FABRICATION,2720 HURST ROAD,NORTH POLE,AK,99705,332999,Corporation,Unanswered,Unanswered,Unanswered,,113,4/16/20,First National Bank Alaska,AK - 00
"d $350,000-1 million","VALLEY MECHANICAL CONTRACTING, INC.",6673 E Tex-Al Dr,WASILLA,AK,99654,238220,Corporation,Unanswered,Unanswered,Unanswered,,13,4/14/20,First National Bank Alaska,AK - 00
"d $350,000-1 million","VALLEY MEDICAL CARE, A PROFESSIONAL CORP",1801 Salmon Creek Lane,JUNEAU,AK,99801,621498,Corporation,Unanswered,Unanswered,Unanswered,,54,4/11/20,First Bank,AK - 00
"d $350,000-1 million","VANITY: AESTHETICS, DERMATOLOGY & WELLNESS, LLC",615 East 82nd Avenue,ANCHORAGE,AK,99518,621111,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,,6/12/20,Celtic Bank Corporation,AK - 00
"d $350,000-1 million",VANNOY ELECTRIC LLC,5007 W Reliance Rd,WASILLA,AK,99623,238210,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,63,4/6/20,Northrim Bank,AK - 00
"d $350,000-1 million","VEND, INC.",1132 E 74TH AVE,ANCHORAGE,AK,99518,454210,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,45,4/6/20,Northrim Bank,AK - 00
"d $350,000-1 million","VENTURE TRAVEL, L.L.C.",4085 TONGASS AVE,KETCHIKAN,AK,99901,481111,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,30,4/9/20,First Bank,AK - 00
"d $350,000-1 million","VF GRACE, INC.",605 E 13th Ave,ANCHORAGE,AK,99501,425110,Corporation,Unanswered,Unanswered,Unanswered,,61,4/14/20,First National Bank Alaska,AK - 00
"d $350,000-1 million",VIKING LUMBER COMPANY INC,Mile 6 Craig-Klawock Hwy,CRAIG,AK,99921,321113,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,37,4/7/20,Bank of the Pacific,AK - 00
"d $350,000-1 million",VOLUNTEERS OF AMERICA OF ALASKA,101 W 36TH Avenue,ANCHORAGE,AK,99510,624190,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,55,4/14/20,First National Bank Alaska,AK - 00
"d $350,000-1 million","WARBELOW'S AIR VENTURES, INC.",PO Box 60649,FAIRBANKS,AK,99706,481211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,26,4/13/20,KeyBank National Association,AK - 00
"d $350,000-1 million",WASILLA DRIVE-IN LLC,2051 E. Sun Mountain Ave.,WASILLA,AK,99654,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,57,4/6/20,Northrim Bank,AK - 00
"d $350,000-1 million","WATERFALL GROUP, LTD.",320 Dock Street,KETCHIKAN,AK,99901,531110,Corporation,Unanswered,Male Owned,Non-Veteran,,59,4/13/20,First Bank,AK - 00
"d $350,000-1 million","WELLSPRING HOME HEALTH CENTER, LLC",201 E. Swanson Ave.,WASILLA,AK,99654,621610,Limited  Liability Company(LLC),Black or African American,Male Owned,Veteran,,53,4/10/20,KeyBank National Association,AK - 00
"d $350,000-1 million","WESTERN SHEET METAL & CONTROLS, INC.",383 Industrial,ANCHORAGE,AK,99501,238220,Corporation,Hispanic,Male Owned,Non-Veteran,,35,4/13/20,KeyBank National Association,AK - 00
"d $350,000-1 million",WHITE MOUNTAIN CONSTRUCTION LLC,561 E Steel Loop Suite 200,PALMER,AK,99645,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,4/10/20,First National Bank Alaska,AK - 00
"d $350,000-1 million",WILDERNESS EXPRESS LLC,1900 PREMIER CT,ANCHORAGE,AK,99502,488210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"d $350,000-1 million",WILKEN-ALASKA INC,3810 Braddock St,FAIRBANKS,AK,99701,424410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,21,4/7/20,Denali State Bank,AK - 00
"d $350,000-1 million",WILLIAMS INCORPORATED,3816 TONGASS AVE,KETCHIKAN,AK,99901,445110,Corporation,Unanswered,Unanswered,Unanswered,,134,4/10/20,Northrim Bank,AK - 00
"d $350,000-1 million","WIND TALKER INNOVATIONS, INC.",510 L St Suite 310,ANCHORAGE,AK,99501,511210,Corporation,Unanswered,Unanswered,Unanswered,,19,4/10/20,Commencement Bank,AK - 00
"d $350,000-1 million",WINGS AIRWAYS INC,8421 Livingston Way,JUNEAU,AK,99801,481219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,4/5/20,Northrim Bank,AK - 00
"d $350,000-1 million",WIRED AK LLC,600 West 58th Avenue Unit J,ANCHORAGE,AK,99518,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,6/11/20,First National Bank Alaska,AK - 00
"d $350,000-1 million",WOLF EYE CENTER INC,4505 E GREENSTREET CIR,WASILLA,AK,99654,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,45,4/16/20,Northrim Bank,AK - 00
"d $350,000-1 million","WOMEN'S CARE OF ALASKA, P.C.",2741 DEBARR RD C 205,ANCHORAGE,AK,99508,621111,Corporation,Unanswered,Unanswered,Unanswered,,19,4/7/20,Northrim Bank,AK - 00
"d $350,000-1 million","WOSTMANN AND ASSOCIATES, INC",105 S Seward St. #301,JUNEAU,AK,99801,541511,Subchapter S Corporation,White,Male Owned,Unanswered,,28,4/7/20,Northrim Bank,AK - 00
"d $350,000-1 million","WRIGHT AIR SERVICE, INC.",PO Box 60142,FAIRBANKS,AK,99706,481211,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,71,4/11/20,KeyBank National Association,AK - 00
"d $350,000-1 million",YAKUTAT COMMUNITY HEALTH CENTER,606 Forest Hwy no 10,YAKUTAT,AK,99689,621112,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,34,4/28/20,Northrim Bank,AK - 00
"d $350,000-1 million",YC JUNEAU HOTEL LLC,127 N Franklin St,JUNEAU,AK,99801,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/12/20,Live Oak Banking Company,AK - 00
"d $350,000-1 million",YMCA OF ANCHORAGE ALASKA,5353 Lake Otis Pkwy,ANCHORAGE,AK,99507,624190,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,75,4/7/20,Northrim Bank,AK - 00
"d $350,000-1 million","YUKON EQUIPMENT, INC.",5015 Business Park Blvd,ANCHORAGE,AK,99503,423830,Corporation,Unanswered,Unanswered,Unanswered,,37,4/10/20,KeyBank National Association,AK - 00
"d $350,000-1 million","YUKON RIVER TOWING, LLC",2909 Arctic Blvd,ANCHORAGE,AK,99503,483211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4/30/20,Banner Bank,AK - 00
"d $350,000-1 million","YULISTA SUPPORT SERVICES, LLC",5015 Business Park Blvd,ANCHORAGE,AK,99503,336412,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,170,4/10/20,KeyBank National Association,AK - 00
"d $350,000-1 million",ZAN INC,502 LAKE STREET #5,KENAI,AK,99611,722212,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,76,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","40 MILE AIR,LTD",1313 Alaska Hwy,TOK,AK,99780,481111,Corporation,Unanswered,Male Owned,Non-Veteran,,10,4/7/20,Denali State Bank,AK - 00
"e $150,000-350,000",5-D CORPORATION DBA NORTHERN COMFORT,2800 N Lagoon Drive,WASILLA,AK,99654,623990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,23,5/4/20,WebBank,AK - 00
"e $150,000-350,000","60 NORTH SEAFOODS, LLC",210 Jim Poor Ave,CORDOVA,AK,99574,424460,Limited  Liability Company(LLC),White,Unanswered,Non-Veteran,,22,6/8/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",907 ALEHOUSE LLC,8001 Old Seward Hwy,ANCHORAGE,AK,99518,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,32,4/9/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",A ALASKA CRUISE TRANSFER AND TOURS LLC,109 A Street Loop,ANCHORAGE,AK,99518,485113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,4/11/20,TCF National Bank,AK - 00
"e $150,000-350,000","A HAND UP BEHAVOIR SERVICES, LLC",1153 East 72nd Ave,ANCHORAGE,AK,99518,541720,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,36,6/30/20,Northrim Bank,AK - 00
"e $150,000-350,000","A&E HOLDINGS, LLC",300 E DIMOND BLVD 100,ANCHORAGE,AK,99515,237210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","A.D.L., INC.",3200 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,621111,Corporation,Unanswered,Unanswered,Unanswered,,8,4/13/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",AAA CONCRETE CONSTRUCTION INC,6151 A St STE 100,ANCHORAGE,AK,99518,238110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,20,4/27/20,Northrim Bank,AK - 00
"e $150,000-350,000","ABC MOTORHOME RENTALS, INC.",3875 Old International Airport Road,ANCHORAGE,AK,99502,532120,Corporation,Unanswered,Unanswered,Unanswered,,23,4/14/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","ABC, INC.",401 Drive Way,FAIRBANKS,AK,99707,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,4/6/20,Mt. McKinley Bank,AK - 00
